furniture-10030001,かぼちゃクマさん
furniture-20006917,虫食いを防ぐ化学コーティングがされているため、使用はおすすめできない。
furniture-10006918,ジルのアパート-シェルフ
furniture-20006918,載ってるものは棚自身も含め、すべて格安で手に入れた品物である。他人から見ていらないものを自分の宝物にする、これもまた一種の生活芸術だ。
furniture-10007001,ピクセル・カフェ-バーチャルフロア
furniture-20007001,硬いコンクリートの床に木目調を描き出すことで、フローリングに立っているような錯覚に陥らせる。細かいことを一々気にする人は多くないし、目を欺くことができれば、全てを欺いたに等しい。
furniture-10007002,ピクセル・カフェ-装飾壁紙
furniture-20007002,これを貼ることで壁に立体感が生まれ、部屋が広くなったように感じる。本物の芸術は我々の能力を超えたものを提供してくれる。この壁紙がその最たる例だ。
furniture-10007003,ピクセル・カフェ-コーヒー豆保存容器
furniture-20007003,カフェで使ってるコーヒー豆がまさにこれだ。透明で、誰でも見ることができ、安心させられる。また、同時にそれは、ここが確かにバーではなく、カフェであることを証明している。
furniture-10007004,ピクセル・カフェ-キラ☆ミキポスター
furniture-20007004,その辺の壁からはがしてもいいんだけど、どんな菌がついてるかわからないし。
furniture-10007005,ピクセル・カフェ-カウンターチェア
furniture-20007005,一見柔らかそうで実はカチカチな椅子だが、これは見掛け倒しというわけではなく、お客様が眠ってしまわないための配慮にすぎない。——そう。ここで酒は売らないが、芝居をするのであれば、準備万端で臨まないと。
furniture-10007006,ピクセル・カフェ-非常口プレート
furniture-20007006,この誰もが目を向けるであろう場所に時計を設置したのは店長の優しさである。隙あらば自撮りばかりしている人たちに、ここでどれだけの時間を浪費したか伝えようとしているのだ。
furniture-10007007,ピクセル・カフェ-キラ☆蛍光灯
furniture-20007007,いたって普通な、むしろこの環境下ではいささか不釣り合いに思える蛍光灯。ただそれも、キラ☆というワードのおかげで周囲に溶け込んでいるように感じる。ネーミングってやっぱり重要だよね？
furniture-10007008,ピクセル・カフェ-バーカウンター
furniture-20007008,カフェに酒棚を置いてはならない決まりはないし、酒棚にお酒しか置いてはならない決まりもなければ、酒瓶にはお酒しか入れてはならない決まりもない。非合理に思えるものもすべては一種のコーディネートで、決して誤魔化しているわけではない、決して。
furniture-10007009,ピクセル・カフェ-真実のカーペット
furniture-20007009,事実の混じった嘘だからこそ説得力が生まれる。だから真実のカーペットを設置することで、お客たちも目に映ったバーチャルな光景が本物だと信じ込める。
furniture-10007010,ピクセル・カフェ-壁掛けテレビ
furniture-20007010,自動で様々な広告を流してくれる装飾品。琴線に触れるものがあったら電話してみよう！もしかしたら安物の山に隠された宝物が見つかるかも。
furniture-10007011,ピクセル・カフェ-第九映写機
furniture-20007011,単に第九という名前なだけで、第一から第八の映写機がどこかにあるわけではない。物事全てに理由が無いといけない、なんてことはないのだ。でなければ、このカフェに突然、スクリーンもない映写機が現れるはずもないのだから。
furniture-10007012,ピクセル・カフェ-蓄音機
furniture-20007012,もっと便利なレコードプレーヤーはあるけれど、人々は未だに旧式のものを使いたがる。欠点は、歳月という名の錆を包み込んで、瞬く間に口の中の「情緒」へと変わってしまうこと。
furniture-10007013,ピクセル・カフェ-漫画棚
furniture-20007013,お客さまは無料で上にある漫画を読むことができる。漫画が面白ければ面白いほど、お客さまもドリンクがすすむ。お客様の気持ちになってサービスすることを忘れてはいけない、なんたってこれは商売だからね。
furniture-10007014,ピクセル・カフェ-ビリヤード台
furniture-20007014,ピクセル風の拵えは単なる見せかけ。ビリヤードの玉はちゃんと転がるし、ポケットに詰まることもないので、ご安心を。唯一のリスクは、静かにコーヒーを飲みたい人に叩きだされるかもしれないこと
furniture-10007015,ピクセル・カフェ-換気扇
furniture-20007015,換気扇は毎日懸命に、よどんだ空気をよどんだ空気と入れ替える仕事をしている。彼の仕事は意味がないのかもしれない、しかし彼の存在そのものが、人々を安心させているのである。
furniture-10007016,ピクセル・カフェ-レトロゲーム機
furniture-20007016,他の最新ゲーム機と違い、目に悪い光や複雑な画面を見ることはない。シンプルかつピュア、だからこそこの手の物は長い間存在することができるのだ。
furniture-10007017,ピクセル・カフェ-青色の机椅子セット
furniture-20007017,ここに座っていると、ウィスキーを一杯頼んで、たばこに火をつけたくなるかもしれないが、ここはカフェなので酒は出ないし、おまけに禁煙。生きていくということは、思い通りにならないということ。そういう時はここでブルースを聞こう、それなら禁止されてないし。
furniture-10007018,ピクセル・カフェ-サイバーの机椅子セット
furniture-20007018,ここに座っても直通でネットの世界に行けるわけではない。しかしこの名前が勘違いの原因となっているのは否めない。ネオンライトの幻想的な光のもと、サイバーという名前の持つロマンが、僕らをサイバーパンクの世界へと導く。
