furniture-10030001,Pumpkin Mishka
furniture-20002069,The sand beneath our feet carries the dreams of those who chase the waves every summer. I'm not obsessed – I've simply devoted myself completely to the sea//c the beach//c and summer.
furniture-10002070,Summer Hut
furniture-20002070,The cool and the shade aren't the only things worth enjoying – it's also the clarity of knowing what exactly I want. This may just be a humble hut//c but here I've found what I'm truly after. That's enough.
furniture-10002071,Beach Patrol Dog
furniture-20002071,He keeps a close eye on the safety of all beach-goers and sometimes helps out the losing side in a water fight.
furniture-10002066,Teddy Bear Kingdom
furniture-20002066,Presents from an elder who loved Triela dearly. She only planned on having seven of them//c but gifts of love often exceed one's expectations. Even at Griffin//c they will surely watch over her in that man's place.
furniture-10002067,Thinker's Corner
furniture-20002067,It doesn't matter whether these are gifts or heirlooms as their owner no longer remembers. But even so//c love endures – it was born out of memory and will eventually become an instinct.
furniture-10002068,Someone's Violin
furniture-20002068,If bloodshed can usher in peace//c then some day//c this violin can sing to a world with no strife.
furniture-10008601,Zihuatanejo - Blue Waves
furniture-20008601,When I'm lying at the bottom of the sea//c I can't think of any reason to rise to the surface.//n There is beauty in solitude.
furniture-10008602,Zihuatanejo - Uninterrupted Skyline
furniture-20008602,Someone once told me that the skyline is only five kilometers from me.//n Beyond that is everything//c except an end.
furniture-10008603,Zihuatanejo - Port Dreams
furniture-20008603,If a ship is moored in your dream//c where would you want it to take you?//n "I'd like it to take me on a fantastic voyage."
furniture-10008604,Zihuatanejo - Rustling Sand
furniture-20008604,All river currents eventually turn into ocean waves rippling in the tranquil night.
furniture-10008605,Zihuatanejo - Sunset Bar
furniture-20008605,Who doesn't like a drink in the salty sea breeze? Sandwiches//c teapots made of tin//c gorgeous women//c the fading sunset... This is the most beautiful place in the world//c 100% guaranteed.
furniture-10008606,Zihuatanejo - Hut of Hope
furniture-20008606,A small hut and some worthless old boats. Perhaps I could get some rest here//c not busy living//c nor busy dying. I will count the sunsets and the waves//c thinking neither of the past nor the future.
furniture-10008607,Zihuatanejo - Sea-Facing Pier
furniture-20008607,To you//c this might just be a brief stop in your life//c but to them//c this is a warm den.
furniture-10008608,Zihuatanejo - Kingdom in the Isle
furniture-20008608,In an ocean with no memory//c the most valuable treasure is this piece of land. Facing the sea in all directions//c I am the king of this place.
furniture-10008609,Zihuatanejo - Marine Neighbors
furniture-20008609,On an island//c your only neighbors are the fish and shrimps swimming in the water. Some of them stay behind//c while some swim on.
furniture-10008610,Zihuatanejo - Tropical Palm Tree
furniture-20008610,You planted a palm tree when you first arrived. Now that it's fully grown//c you must give it the space it needs.//n Time always leave behind marks when you least expect it.
furniture-10008611,Zihuatanejo - Palm Tree Cluster (Left)
furniture-20008611,These friends who shield you from the sea winds are the anchor of your safe and peaceful life. There are always those around us who suffer through everything in silence.
furniture-10008612,Zihuatanejo - Palm Tree Cluster (Right)
furniture-20008612,These friends who shield you from the sea winds are the anchor of your safe and peaceful life. There are always those around us who suffer through everything in silence.
furniture-10008613,Zihuatanejo - Fish Bone Signpost
furniture-20008613,Why do I have a signpost even though it's my home?//n "Some signposts aren't there to point the way. They're there to remind you of the importance of 'directions'."
furniture-10008701,Debut Poster
furniture-20008701,No matter how much time has passed//c they will always remember that moment - when they stood on the stage with their dreams//c uncertainty//c and passion. All the effort was worth it.
furniture-10008702,Master of Wealth
furniture-20008702,Take the money out of your pockets and be the master of wealth. If you can't do that//c you will be its slave instead and toil your life away.//n "...Why are you all staring at me?" - Kalina
furniture-10008703,Master of Fate
furniture-20008703,Trust your destiny and be the master of fate. Even if you can't roll a 6//c at least roll something less pathetic than a 1.//n "Glory be to Griffin."
furniture-10008704,Outer Polaris
furniture-20008704,A promotional poster for a movie when it was first shown in the theaters. Some people say it's a movie that portrays the reality of being an astronomer//c while others say it's a romance disguised as soft sci-fi.
furniture-10060001,Current - Command Center
furniture-20060001,The source of all battle commands. The Commander's main workplace.
furniture-10060002,
furniture-20060002,The main intelligence center. A vault of Griffin's most valuable asset.
furniture-10060003,
furniture-20060003,The place where intelligence is screened and processed. Miss Kalina has spent most of her precious youth here.
furniture-10060004,
furniture-20060004,Entry to this mysterious little room is forbidden for Griffin Dolls//c and it seems uninhabited//c but every now and then footsteps can be heard from it in the middle of the night…
furniture-10060005,
furniture-20060005,A branch of the Frontline Combat Team – true elites understand the importance of intelligence.
furniture-10060006,
furniture-20060006,The basecamp of the Frontline Combat Team. The final stop before an operation begins.
furniture-10060007,
furniture-20060007,The depot of the Frontline Combat Team. Most of the things stored in here aren't meant for the public eye.
furniture-10060008,
furniture-20060008,A branch of the Response Combat Team – so much intel is gathered here it could work nine Kalinas to death.
furniture-10060009,
furniture-20060009,The basecamp of the Response Combat Team. The atmosphere isn't too cold and deadly here...in fact//c it's quite laid-back.
furniture-10060010,
furniture-20060010,The depot of the Response Combat Team. Unimaginable things are stored here – because it literally has EVERYTHING.
furniture-10060011,
furniture-20060011,A branch of the Border Surveillance Corps – mainly specializing in producing topographical images and diagrams. Do you like maps?
furniture-10060012,
furniture-20060012,Forward Basecamp//c where echoes can be heard – no matter where you are//c we'll be right behind you.
furniture-10060013,
furniture-20060013,The depot of the Border Surveillance Corps. Holy crap//c you guys are even messier than the Response Combat Team!
furniture-10060014,
furniture-20060014,A branch of the General Support Team – the branch we're most familiar with and the source of most intel missions.
furniture-10060015,
furniture-20060015,I repeat – those are not toys! Don't make me say that again!
furniture-10060016,
furniture-20060016,A hangout for the HOCs. Probably the place that resembles a military camp the most…
furniture-10060017,
furniture-20060017,We don't know much about this stuff… Perhaps our enemies have more insight.
furniture-10060018,
furniture-20060018,A new training ground especially built for the Assimilated Forces. They value their privacy.
furniture-10060019,
furniture-20060019,"What//c you want to come with us?"
